Campo;Descripcion
M3L;M3L-La_atendió_en_el_parto:_CS_otro
M3M;M3M-La_atendió_en_el_parto:_CS_otro
M49D;M49D-Durante_el_embarazo:_tomó_un_medicamento_específico_del_país_para_la_malaria
M49E;M49E-Durante_el_embarazo:_tomó_un_medicamento_específico_del_país_para_la_malaria
M49F;M49F-Durante_el_embarazo:_tomó_un_medicamento_específico_del_país_para_la_malaria
M49G;M49G-Durante_el_embarazo:_tomó_un_medicamento_específico_del_país_para_la_malaria
M55J;M55J-Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_país_específico
M55K;M55K-Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_país_específico
M55L;M55L-Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_país_específico
M55M;M55M-Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_país_específico
M57C;M57C-Cuidado_prenatal:_CS_hogar
M57D;M57D-Cuidado_prenatal:_CS_hogar
M57T;M57T-Atención_prenatal:_Otro_CS
M57U;M57U-Atención_prenatal:_Otro_CS
M57V;M57V-Atención_prenatal:_Otro_CS
M65I;M65I-Razón_no_fue_a_centro_de_salud:_CS
M65J;M65J-Razón_no_fue_a_centro_de_salud:_CS
M65K;M65K-Razón_no_fue_a_centro_de_salud:_CS
M65L;M65L-Razón_no_fue_a_centro_de_salud:_CS
M9;M9-Meses_de_abstinencia
S317AD;Marca_de_inyección
V323;Marca_de_la_píldora_usada
SH225;Marca_de_sal_usada_por_el_hogar
V323A;Marca_del_preservativo_utilizado
M29;Marca_para_abstinencia
M28;Marca_para_amenorrea
M27;Marca_para_lactancia
V227;Marca_para_último_periodo
S317AC;Marca_Vaginales
V463C;Mascando_tabaco
HV214;Material_predominante_de_las_paredes_exteriores_de_la_vivienda
HV213;Material_predominante_del_piso_de_la_vivienda
HV215;Material_predominante_del_techo_de_la_vivienda
V824;Medicamentos_para_evitar_la_transmisión_del_SIDA_al_bebé_durante_el_embarazo
H43;Medicamentos_para_parásitos_intestinales_en_los_últimos_6_meses
V452A;Menores_de_18_años_(informe_HH)
HV120;Menores_de_5_años_para_medición_de_peso/talla_y_hemoglobina
V216;Menstruado_en_las_últimas_seis_semanas
QI_CTRL_MES.01;MES.01_-_CRED_menor_de_un_mes
S466MC1;Mes_-_Control_1
S466MC2;Mes_-_Control_2
S466MC3;Mes_-_Control_3
S466MC4;Mes_-_Control_4
S466MC5;Mes_-_Control_5
V507;Mes_-_Primer_matrimonio
Q465EC_M1;Mes_1ra_entrega_de_micronutrientes
Q465EC_M2;Mes_2da_entrega_de_micronutrientes
Q465EC_M3;Mes_3ra_entrega_de_micronutrientes
Q465EC_M4;Mes_4ta_entrega_de_micronutrientes
Q465EC_M5;Mes_5ta_entrega_de_micronutrientes
Q465EC_M6;Mes_6ta_entrega_de_micronutrientes
S432AM;Mes_afiliación_seguro_de_salud_integral
V315;Mes_de_inicio_del_uso_del_método
HW18;Mes_de_la_medición
V240;Mes_de_la_última_terminación_antes_del_calendario
V009;Mes_de_nacimiento_de_la_entrevistada
HC30;Mes_de_nacimiento_del_niño
QSINTM;Mes_de_visita_final
QS802CM;Mes_nacimiento_niño/niña
M1B;Mes_última_inyección_contra_el_tétano_antes_del_embarazo
H2M;Mes_Vacuna_BCG
M5;Meses_de_amamantamiento
M7;Meses_de_amenorrea
S229A1;Meses_de_embarazo_al_primer_control
V337;Meses_de_uso_del_método_actual
BEDAD;Meses_exactos_desde_nacimiento_hasta_la_fecha_apertura,_(para_los_difuntos_no_coincide_con_edad_al_morir)
V312;Método_anticonceptivo_actual
V363;Método_futuro_preferido
V307_12;Método_usado_actualmente:
V307_08;Método_usado_actualmente:_Abstinencia_periódica
V307_16;Método_usado_actualmente:_Anticoncepción_oral_de_emergencia_(Píldora_del_día_siguiente)
V307_05;Método_usado_actualmente:_Condón
V307_14;Método_usado_actualmente:_Condón_femenino
V307_04;Método_usado_actualmente:_Diafragma
V307_02;Método_usado_actualmente:_Diu
V307_15;Método_usado_actualmente:_Espuma,_jalea_óvulos_(mètodos_vaginales)
V307_06;Método_usado_actualmente:_Esterilización_femenina
V307_07;Método_usado_actualmente:_Esterilización_masculina
V307_03;Método_usado_actualmente:_Inyección
V307_13;Método_usado_actualmente:_Lactancia_exclusiva_(MELA)
V307_11;Método_usado_actualmente:_Norplant/Implantes
V307_10;Método_usado_actualmente:_Otros
V307_01;Método_usado_actualmente:_Píldora
V307_09;Método_usado_actualmente:_Retiro
MIDX;MIDX-Orden_de_historia_de_nacimiento
HV249;Miembro_de_la_HH_fallecido_los_últimos_12_meses
MM13;MM13-Lugar_de_la_muerte
MM16;MM16-Lugar_de_la_muerte
M13;Momento_del_primer_control_prenatal
M10;Momento_que_quería_quedar_embarazada
S315B;Momento_que_se_esterilizó
S314;Monto_de_pago_de_la_esterilización_incluyendo_la_consulta
V360;Motivo_de_la_última_discontinuidad
MM9;Muerte_de_hermana_y_embarazo
V020;Muestra_alguna_vez_casada
MUJERES12A49;Mujeres_de_12_a_49_años_de_edad
B15;Nacimiento_vivo_entre_nacimientos
V209;Nacimientos_del_año_pasado
V210;Nacimientos_en_el_mes_de_entrevista
V208;Nacimientos_en_los_últimos_cinco_años
V238;Nacimientos_en_los_últimos_tres_años
S1028Y;Nadie,_reprende_o_castiga_a_los_niños_en_el_hogar
V624;NeceSIDAd_insatisfecha
V626;NeceSIDAd_insatisfecha_(definición_2)
S45NM1Y;Neumococo_1ra._dosis_-_año
S45NM1D;Neumococo_1ra._dosis_-_día
S45NM1M;Neumococo_1ra._dosis_-_mes
S45NM2Y;Neumococo_2da._dosis_-_año
S45NM2D;Neumococo_2da._dosis_-_día
S45NM2M;Neumococo_2da._dosis_-_mes
S45NM3Y;Neumococo_3ra._dosis_-_año
S45NM3D;Neumococo_3ra._dosis_-_día
S45NM3M;Neumococo_3ra._dosis_-_mes
HC57_name;Nivel_de_anemia
V701;Nivel_de_educacion_del_esposo/compañero
HC53;Nivel_de_hemoglobina_(g/dl_1_decimal)
HW53;Nivel_de_hemoglobina_(g_/dl_-1_decimal)
HW56;Nivel_de_hemoglobina_ajustada_por_altitud_en__g/dl_-_1_decimal
V456;Nivel_de_hemoglobina_ajustado_por_altitud_(g/dl_-_1_decimal)
HC56;Nivel_de_hemoglobina_ajustado_por_altitud_(g/dl_1_decimal)
HA56;Nivel_de_hemoglobina_ajustado_por_la_altitud_(g/dl_-_1_decimal)
HV109;Nivel_educativo_alcanzado
S108N;Nivel_educativo_aprobado
V106;Nivel_educativo_más_alto
HA68;Nivel_educativo_más_alto_(CS_para_el_informe_preliminar_y_final)
HC68;Nivel_educativo_más_alto_(CS_para_informe_preliminar_y_final)
QS25N;Nivel_que_aprobó
S1023AZ;No,_nunca_ha_buscado_ayuda
V452B;Nº_de_orden_de_padre-apoderado
V463Z;No_fuma
QS212Z;No_sabe/no_recuerda
S471CF;No_tenía_ninguno_en_casa
H37Y;No_tomó_nada_para_fiebre/tos
HV025_Name;Nombre_area_residencia
HV270_name;Nombre_índiceRiqueza
HV024_Name;Nombre_region
NAME_NAT;Nombre_region_natural
S490;Normalmente,_cuántas_veces_al_día_se_lava_las_manos
S490BA;Normalmente_utiliza_cuando_se_lava_las_manos:_Agua_de_caño_o_grifo
S490BC;Normalmente_utiliza_cuando_se_lava_las_manos:_Detergente
S490BB;Normalmente_utiliza_cuando_se_lava_las_manos:_Jabón
S490BX;Normalmente_utiliza_cuando_se_lava_las_manos:_Otro
S490BD;Normalmente_utiliza_cuando_se_lava_las_manos:_Toalla
QSORDNIN9;Noveno_niño_o_niña
QS801;Nro._de_orden_niña/niño
QS802;Nro._de_orden_responsable
HIDX;Nro._orden_de_historia_de_nacimiento
QCOL93;Número_correlativo_de_los_niños_de_menor_a_mayor
V464;Número_de_cigarrillos_que_fumó_en_las_últimas_24_horas
VCOL;Número_de_columna_del_calendario
V019A;Número_de_columnas_de_calendario
NCONGLOME;Número_de_Conglomerado_(proveniente_del_marco)
S327C;Número_de_controles_de_DIU/IMPLANTES_en_los_últimos_12_meses
SH71;Número_de_habitaciones_en_el_hogar
SH72;Número_de_habitaciones_que_usa_para_dormir
HV216;Número_de_habitaciones_utilizadas_para_dormir
MM14;Número_de_hijos_de_hermana
HV238;Número_de_hogares_que_comparten_el_baño
HV251;Número_de_huérfanos_y_niños_vulnerables
HA62;Número_de_identificación_de_la_muestra_de_sangre
V477;Número_de_inyecciones_en_los_últimos_12_meses
QSNUMERO;Número_de_la_persona_seleccionada
V003;Número_de_línea_de_entrevistada
B16;Número_de_línea_del_niño_en_el_hogar
V136;Número_de_miembros_del_hogar
HV250;Número_de_miembros_que_murieron_en_los_últimos_12_meses
HML1;Número_de_mosquiteros
HML1A;Número_de_mosquiteros_con_información_específica
V138;Número_de_mujeres_de_15_a_49_años_de_edad_elegibles_en_el_hogar
HV010;Número_de_mujeres_elegibles_para_entrevista_individual
V137;Número_de_niños_de_6_años_de_edad
V322;Número_de_niños_en_la_esterilización
HML2;Número_de_niños_menores_de_edad_en_la_noche_anterior
V218;Número_de_niños_vivos
PS6;Número_de_Orden
HWIDX;Número_de_orden_de_la_historia_del_nacimiento
HV112;Número_de_orden_de_la_madre
HC60;Número_de_orden_de_la_madre_en_el_hogar
BIDX;Número_de_orden_de_nacimeinto
HC64;Número_de_orden_de_nacimiento
V034;Número_de_orden_del_esposo
HV003;Número_de_orden_del_Informante_del_cuestionario_del_hogar
HV218;Número_de_orden_del_Jefe_del_hogar
Q1035NO;Número_de_orden_del_niño_(historia_de_nacimiento)
HV114;Número_de_orden_del_padre
HC51;Número_de_orden_del_padre_o_responsable
HVIDX;Número_de_Orden_en_el_Hogar
BORD;Número_de_orden_en_la_historia_de_nacimiento
V505;Número_de_otras_esposas
HV248;Número_de_personas_enfermas_18-59
D102;Número_de_problemas_de_control
V506;Número_de_rango_de_la_esposa
S462E;Número_de_vacunas_con_vitamina_A
V167;Número_de_viajes_en_los_últimos_12_meses
V027;Número_de_visitas
V002;Número_de_vivienda
V629;Número_ideal_de_cualquier_sexo
V628;Número_ideal_de_hijas
V627;Número_ideal_de_hijos
V613;Número_ideal_de_niños
V614;Número_ideal_de_niños_(grp)
V766B;Número_parejas_sexuales_incluyendo_esposo/compañero_en_los_últimos_12_meses
V766A;Número_parejas_sexuales_sin_considerar_al_esposo/compañero_en_los_últimos_12_meses
V219;Número_total_de_hijos_vivos_incluido_el_embarazo_actual
V220;Número_total_de_hijos_vivos_incluido_el_embarazo_actual_(6,_si_es_mayor_de_6)
QSTOTVISIT;Número_total_de_visitas
V467E;Obtener_ayuda_médica_para_uno_mismo:_conseguir_transporte
V828;Obtuvo_los_resultados_del_último_examen
QSORDNIN8;Octavo_niño_o_niña
V716;Ocupación_de_la_entrevistada
V704;Ocupación_del_esposo/compañero
S325GA;Opinión_de_atención_recibida:_horas_de_trabajo
S325GK;Opinión_de_atención_recibida:_privacidad
S325GJ;Opinión_de_la_atención_recibida:_explicaciones_del_médico
S325GE;Opinión_de_la_atención_recibida:_limpieza_de_la_sala_de_espera
S325GC;Opinión_de_la_atención_recibida:_método_prescrito
S325GB;Opinión_de_la_atención_recibida:_métodos_de_planificación_familiar
S325GD;Opinión_de_la_atención_recibida:_sala_de_espera_cómoda
S325GF;Opinión_de_la_atención_recibida:_tiempo_de_espera
S325GI;Opinión_de_la_atención_recibida:_tratamiento_del_médico
S325GG;Opinión_de_la_atención_recibida:_tratamiento_del_personal_administrativo
S325GH;Opinión_de_la_atención_recibida:_tratamiento_del_personal_de_salud
V482A;Organice_el_cuidado_de_niños_biológicos_menores_de_18_años
V482C;Organizar_el_cuidado_de_niños_no_biológicos_menores_18
D124;Otra_persona_que_no_sea_su_esposo/compañero_la_forzó_a_tener_relaciones_sexuales_durante_los_últimos_12_meses
QSRESULTX;Otro_resultado
SH64;Otro_tipo_de_combustible_utilizado_para_cocinar
SH77F;Otro_tipo_de_transporte_(caballos,_peque-peque,_etc.)
V237;Otros_nacimientos_vivos_en_el_intervalo_entre_el_último_parto_y_la_fecha_de_la_entrevista
V444A;P/T_Desviación_estandar_(ent)_DHS
V442;P/T_Porcentaje_ref._mediana_(DHS
V443;P/T_Porcentaje_ref._mediana_(Fog)
V444;P/T_Porcentaje_ref._mediana_(WHO)
SH51;Pago_por_el_agua?
S1023AA;Para_buscar_ayuda_acudió_a:_Comisaría
S1023AF;Para_buscar_ayuda_acudió_a:_Defensoría_del_Pueblo
S1023AD;Para_buscar_ayuda_acudió_a:_Defensoría_Municipal_(DEMUNA)
S1023AG;Para_buscar_ayuda_acudió_a:_Establecimiento_de_salud
S1023AC;Para_buscar_ayuda_acudió_a:_Fiscalía
S1023AB;Para_buscar_ayuda_acudió_a:_Juzgado
S1023AE;Para_buscar_ayuda_acudió_a:_Ministerio_de_la_mujer_(MIMP)/CEM/MINDES
S1023AH;Para_buscar_ayuda_acudió_a:_Organización_privada
S1023AX;Para_buscar_ayuda_acudió_a:_Otro
M17;Parto_por_cesárea
V361;Patrón_de_uso
S45PV1Y;Pentavalente_1ra._dosis_-_año
S45PV1D;Pentavalente_1ra._dosis_-_día
S45PV1M;Pentavalente_1ra._dosis_-_mes
S45PV2Y;Pentavalente_2da._dosis_-_año
S45PV2D;Pentavalente_2da._dosis_-_día
S45PV2M;Pentavalente_2da._dosis_-_mes
S45PV3Y;Pentavalente_3ra._dosis_-_año
S45PV3D;Pentavalente_3ra._dosis_-_día
S45PV3M;Pentavalente_3ra._dosis_-_mes
QS907;Perímetro_abdominal_en_centímetros
HV236;Persona_que_a_recoger_agua_para_su_hogar
D116;Persona_que_la_maltrato_físicamente_con_mayor_frecuencia
D127;Persona_que_la_obligó_a_la_primera_actividad_sexual
S496;Persona_que_normalmente_alimenta_al_niño
QS900;Personas_de_15_años_a_màs_de_edad_-_Peso_en_kilogramos
QS901;Personas_de_15_años_a_màs_de_edad_-_Talla_en_centímetros
QS813;Personas_que_usan_cepillo_dental_de_la_niña(o)
HC8;Peso/Edad_Desviación_Estándar
HW8;Peso/Edad_Desviación_Estándar_de_la_mediana_de_referencia
HC11;Peso/Talla_Desviación_Estándar
HW11;Peso/Talla_Desviación_Estándar_de_la_mediana_de_referencia
HA11;Peso/Talla_desvio_estándar_(DHS)
HA12;Peso/Talla_Porcentaje_respecto_a_la_mediana_(DHS)
HA12A;Peso/Talla_Porcentaje_respecto_a_la_mediana_(Foggarty)
HA12B;Peso/Talla_Porcentaje_respecto_a_la_mediana_(OMS)
V437;Peso_de_entrevistada_(kilos-1d)
M19;Peso_del_niño_al_nacer__(kilos_3_dec)
M19A;Peso_del_niño_al_nacer_según_recuerda
HA69;Peso_del_VIH_(6_decimales)
S466WC1;Peso_en_gramos_de_control_1
S466WC2;Peso_en_gramos_de_control_2
S466WC3;Peso_en_gramos_de_control_3
S466WC4;Peso_en_gramos_de_control_4
S466WC5;Peso_en_gramos_de_control_5
HC2;Peso_en_kilogramos_(1_dec.)
V541;Piensa_esperar_hasta_casarse_para_tener_su_primera_relación_sexual
V621;Piensa_que_su_esposo/compañero_desea_el_mismo_número_de_hijos
V463B;Pipa_de_humo
V769;Podría_conseguir_un_condón
V769A;Podría_conseguir_un_condón_femenino
QS840A;Podría_mostrar_el_cepillo_dental_de_la_niña(o)
QS840B;Podría_mostrar_la_crema_dental_de_la_niña(o)_y_verifique_la_concentración_de_flúor
M46;Por_cuantos_días_tomó_hierro_y/o_cuantas_inyecciones_recibió
S325E;Por_qué_aceptó_el_método_actual
S440;Por_qué_dejo_de_darle_pecho
QS827;Por_qué_motivo_la_niña(o)_no_usa_lentes_o_anteojos_siempre
QS825;Por_qué_motivo_no_está_usando_lentes_o_anteojos_para_corregir_su_problema_de_visión_de_la_niña(o)
S470;Por_qué_no_acudió_a_un_centro_de_salud_cuando_estuvo_enfermo_con_fiebre/tos
S475;Por_qué_no_acudió_a_un_establecimiento_de_salud_cuando_estuvo_enfermo_con_diarrea
S435;Por_qué_no_le_dio_pecho_al_bebé
S119D;Por_sus_antepasados_y_costumbres,_Ud._Se_considera
QS25BB;Por_sus_antepasados_y_de_acuerdo_a_sus_costumbres_¿Usted_se_siente_o_se_considera:
V3A08F;Porque_no_usa_un_método:_Amenorrea_postparto
V3A08I;Porque_no_usa_un_método:_Entrevistada_se_opone
V3A08J;Porque_no_usa_un_método:_Esposo/compañero_se_opone
V3A08Q;Porque_no_usa_un_método:_Falta_de_acceso/demasiado_lejos
V3A08H;Porque_no_usa_un_método:_Fatalista
V3A08E;Porque_no_usa_un_método:_Infertilidad_de_la_mujer
V3A08U;Porque_no_usa_un_método:_Infertilidad_masculina
V3A08T;Porque_no_usa_un_método:_Interfiere_con_procesos_normales_del_cuerpo
V3A08G;Porque_no_usa_un_método:_Lactancia
V3A08D;Porque_no_usa_un_método:_Menopáusica/histerectomizada
V3A08P;Porque_no_usa_un_método:_Miedo_a_los_efectos_secundarios
V3A08R;Porque_no_usa_un_método:_Muy_costoso
V3A08M;Porque_no_usa_un_método:_No_conoce_ningún_método
V3A08N;Porque_no_usa_un_método:_No_conoce_ninguna_fuente
V3A08A;Porque_no_usa_un_método:_No_en_unión
V3A08Z;Porque_no_usa_un_método:_No_sabe
V3A08B;Porque_no_usa_un_método:_No_tiene_relaciones_sexuales
V3A08X;Porque_no_usa_un_método:_Otra
V3A08K;Porque_no_usa_un_método:_Otros_se_oponen
V3A08O;Porque_no_usa_un_método:_Problemas_de_salud
V3A08L;Porque_no_usa_un_método:_Prohibición_religiosa
V3A08C;Porque_no_usa_un_método:_Sexo_poco_frecuente
V3A08S;Porque_no_usa_un_método:_Uso_inconveniente
HV247;Posee_una_cuenta_bancaria
S466GA;Practicaste_cómo_amamantar
S466GC;Practicaste_cómo_bañar
S466GB;Practicaste_cómo_preparar_comida
S500A;Presencia_de_niñas/os_menores_de_10_años
V811;Presencia_de_niños_menores_de_10_años_de_edad_(sec._7)
S500D;Presencia_de_otras_mujeres
V814;Presencia_de_otras_mujeres_(sec._7)
S500C;Presencia_de_otros_hombres
V813;Presencia_de_otros_hombres_(sec._7)
S500B;Presencia_del_esposo/compañero
V812;Presencia_del_marido_(sec._7)
S476AS1;Presentó_sangrado_ayer
S476AS5;Presentó_sangrado_hace_cinco_días
S476AS4;Presentó_sangrado_hace_cuatro_días
S476AS2;Presentó_sangrado_hace_dos_días
S476AS6;Presentó_sangrado_hace_seis_días
S476AS7;Presentó_sangrado_hace_siete_días
S476AS3;Presentó_sangrado_hace_tres_días
H44A;Primer_lugar_buscado_tratamiento_para_la_diarrea
QS903D;Primera_medición_presión_arterial_diastólica
QS903S;Primera_medición_presión_arterial_sistólica
QSORDNIN1;Primera_niña_o_niño
V831;Primera_pareja_sexual_menor,_de_la_misma_edad_o_mayor
S508A;Principal_causa_de_la_ùltima_del_último_divorcio/separación
HV201;Principal_de_abastecimiento_de_agua_para_tomar_o_beber
S325CA;Problema_para_obtener_el_método:_el_centro_de_salud_no_tenía_método
S325CB;Problema_para_obtener_el_método:_muy_costoso
S325CX;Problema_para_obtener_el_método:_otro
SHPROVIN;Provincia
SH227;Prueba_de_cloro
SH224;Prueba_de_Yodo
HV234;Prueba_de_yodo_para_sal
PS109_1S;PS109_1S-Alguien_más_es_beneficiario
PS7;PS7-Número_de_Orden
V823;Puede_contraer_el_SIDA_por_brujería_o_por_medios_sobrenaturales
V475;Puede_curarse_la_tuberculosis
V850B;Puede_pedirle_al_compañero_que_use_condón
V850A;Puede_rechazar_el_sexo
S436C;Pusieron_al_niño_en_contacto_piel_a_piel
Q452;Q452-Número_de_orden_en_la_historia_de_nacimiento
QHCLUSTER;QHCLUSTER-Conglomerado
QI478;QI478-Edad_en_meses
QI478G4;QI478G4-Ella_(él)_generalmente_participa_en_las_conversaciones_con_adultos
QI478H11;QI478H11-Cuando_ella_(él)_quiere_algo_y_Ud._le_dice_que_NO,_generalmente_se_hace_daño,_agrede_a_los_demás_o_daña_las_cosas
QI478H4;QI478H4-Ella_(él)_generalmente_participa_en_las_conversaciones_con_adultos
QI478I4_A;QI478I4_A-En_casa_ella_(él)_tiene_Materiales_especialmente_hechos_para_jugar_como_una_pelota_o_una_muñeca
QI478I4_B;QI478I4_B-En_casa_ella_(él)_Tiene_otros_materiales_con_los_que_puede_jugar_como_bloques,_palitos,_botellas,_lápices_o_algún_tipo_de_papel
QI478I6;QI478I6-Cuando_ella_(él)_quiere_algo_y_Ud._le_dice_que_espere_generalmente_espera_tranquila(o)
QI478I7;QI478I7-Cuando_ella_(él)_quiere_algo_y_Ud._le_dice_que_NO,_generalmente_se_hace_daño,_agrede_a_los_demás_o_daña_las_cosas
QI478I8;QI478I8-En_los_ùltimos_15_dìas,_cuántas_veces_Ud._le_ha_dado_un_palmazo,_le_ha_jalado_de_los_cabellos_o_la_oreja_o_le_ha_golpeado_con_un_objeto_en_cualquier_parte_de_su_cuerpo,_de_1_a_3_veces,_de_4_a_6_veces_o_más_de_6_veces
QI478J4_A;QI478J4_A-En_casa_ella_(él)_Tiene_materiales_especialmente_hechos_para_jugar_como_una_pelota_o_una_muñeca
QI478J4_B;QI478J4_B-En_casa_ella_(él)_Tiene_otros_materiales_con_los_que_puede_jugar_como_bloques,_palitos,_botellas,_lápices_o_algún_tipo_de_papel
QI478J6;QI478J6-Cuando_ella_(él)_quiere_algo_y_Ud._le_dice_que_espere_generalmente_espera_tranquila(o)
QI478J7;QI478J7-Cuando_ella_(él)_quiere_algo_y_Ud._le_dice_que_NO,_generalmente_se_hace_daño,_agrede_a_los_demás_o_daña_las_cosas
QI478J8;QI478J8-En_los_ùltimos_15_dìas,_cuántas_veces_Ud._le_ha_dado_un_palmazo,_le_ha_jalado_de_los_cabellos_o_la_oreja_o_le_ha_golpeado_con_un_objeto_en_cualquier_parte_de_su_cuerpo,_de_1_a_3_veces,_de_4_a_6_veces_o_más_de_6_veces
QS105;QS105-Compro_con/sin_receta_médica
QS112;QS112-Compro_con/sin_receta_médica
QS212AB;QS212AB-Fueron_botellas
QS212AV;QS212AV-Fueron_Vasos/copas
QS212BB;QS212BB-Fueron_botellas
QS212BV;QS212BV-Fueron_vasos/copas
QS212CB;QS212CB-Fueron_botellas
QS212CV;QS212CV-Fueron_vasos/copas
QS212DB;QS212DB-Fueron_botellas
QS212DV;QS212DV-Fueron_vasos/copas
QS212EB;QS212EB-Fueron_botellas
QS212EV;QS212EV-Fueron_vasos/copas
QS212FB;QS212FB-Fueron_botellas
QS212FV;QS212FV-Fueron_vasos/copas
QS212GB;QS212GB-Fueron_botellas
QS212GV;QS212GV-Fueron_vasos/copas
QS212XB;QS212XB-Fueron_botellas
QS212XV;QS212XV-Fueron_vasos/copas
QS22A;QS22A-Año_de_nacimiento
QS22M;QS22M-Mes_de_nacimiento
QS29A;QS29A-Ha_oído_hablar_de_la_infección_por_VIH
QS601B;QS601B-Ha_oído_hablar_de_una_enfermedad_llamada_SIDA
QS607;QS607-Es_posible_que_una_persona_que_parece_saludable_este_infectada_con_el_virus_que_causa_el_SIDA_(VIH)
QS708;QS708-Donde_recibió_tratamiento
QS731;QS731-Donde_recibió_tratamiento
Q1037P;Qué_hace_el_padre_para_corregir_al_niño(a)
Q1037O;Qué_hace_la_otra_persona_para_corregir_al_niño(a)
Q1037M;Qué_hace_Ud._para_corregir_al_niño(a)
H15J;Que_más_le_dieron_para_tratar_la_diarrea:_agua_y_arroz_(panetela)
H15;Que_más_le_dieron_para_tratar_la_diarrea:_antibióticos
H15B;Que_más_le_dieron_para_tratar_la_diarrea:_inyección_de_antibiótico
H15I;Que_más_le_dieron_para_tratar_la_diarrea:_inyección_desconocida
H15H;Que_más_le_dieron_para_tratar_la_diarrea:_inyección_no_antibiótica
H15A;Que_más_le_dieron_para_tratar_la_diarrea:_jarabe_para_la_diarrea
H15F;Que_más_le_dieron_para_tratar_la_diarrea:_otro_(no_antibiótico,_antimotilidad,_zinc)
H20;Que_más_le_dieron_para_tratar_la_diarrea:_otro_tratamiento
H15G;Que_más_le_dieron_para_tratar_la_diarrea:_pastilla_o_jarabe_desconocido
H15E;Que_más_le_dieron_para_tratar_la_diarrea:_pastillas_zinc
H15D;Que_más_le_dieron_para_tratar_la_diarrea:_remedios_caseros,_hierbas_medicinales.
H15C;Que_más_le_dieron_para_tratar_la_diarrea:_suero_intravenoso
S325B;Qué_método_quería
QS821;Que_problema_de_visión_le_diagnosticaron
V367;Quería_quedar_embarazada:
S720A;Quién_cuida_de_la_niña/niño_cuando_Ud._sale_de_la_casa
V739;Quién_decide_cómo_gastar_dinero
V743F;Quien_decide_como_se_gasta_el_dinero_que_gana_su_esposo/compañero
S325D;Quién_decidió_sobre_el_método_actual
M68;Quién_le_realizó_su_chequeo_o_revisión_médica_después_del_parto
Q1036N;Quien_o_quienes_corrigen_al_niño(a)_cuando_se_porta_mal
M72;Quién_realizó_el_control_posnatal
V539;Quién_recibió_la_mayor_parte_de_la_propiedad_de_los_esposos
V743E;Quién_tiene_la_última_palabra_sobre:_comida_que_se_debe_cocinar_cada_día
V743B;Quién_tiene_la_última_palabra_sobre:_compras_grandes_del_hogar
V743C;Quién_tiene_la_última_palabra_sobre:_compras_para_neceSIDAdes_diarias_del_hogar
V743A;Quién_tiene_la_última_palabra_sobre:_cuidado_de_su_salud
V743D;Quién_tiene_la_última_palabra_sobre:_visitar_a_familia,_amigos_o_parientes
M64;Quién_verificó_la_salud_de_los_encuestados_antes_del_alta
QSORDNIN5;Quinto_niño_o_niña
M65A;Razón_no_fue_a_centro_de_salud:_Cuesta_mucho
M65C;Razón_no_fue_a_centro_de_salud:_Muy_lejos,_no_hay_transporte
M65H;Razón_no_fue_a_centro_de_salud:_No_acostumbrada
M65D;Razón_no_fue_a_centro_de_salud:_No_confía_en_atención
M65B;Razón_no_fue_a_centro_de_salud:_No_está_abierto
M65G;Razón_no_fue_a_centro_de_salud:_No_fue_necesario
M65E;Razón_no_fue_a_centro_de_salud:_No_había_personal_femenino
M65F;Razón_no_fue_a_centro_de_salud:_Nsposo,_familia_no_quería
M65X;Razón_no_fue_a_centro_de_salud:_otro
V633D;Razón_para_no_tener_relaciones_sexuales:_cansada,_estado_de_ánimo
V633B;Razón_para_no_tener_relaciones_sexuales:_el_esposo/compañero_tiene_otras_mujeres
V633A;Razón_para_no_tener_relaciones_sexuales:_el_esposo/compañero_tiene_una_ETS
V633C;Razón_para_no_tener_relaciones_sexuales:_ha_tenido_recientemente_un_parto
S112;Razón_por_que_dejo_de_asistir_a_la_escuela
S426B;Razón_por_qué_no_acudió_a_un_hospital,_centro_o_puesto_de_salud_del_MINSA_para_dar_a_luz
D120;Razón_principal_por_la_que_nunca_buscó_ayuda
S45D4;Recibió_1er._refuerzo_DPT
S45P4;Recibió_1er._refuerzo_Polio
S45D5;Recibió_2do._refuerzo_DPT
S45P5;Recibió_2do._refuerzo_Polio
S441;Recibió_alguna_capacitación_sobre_lactancia_materna_durante_el_embarazo
V540;Recibió_alguno_de_los_bienes_u_objetos_de_valor_del_difunto_esposo
S45F3;Recibió_Antihaemophilus_3ra._dosis
H21;Recibió_cualquier_tratamiento
PS109_1R;Recibió_desayuno_y/o_almuerzo_del_programa_nacional_de_alimentación_escolar_QALIWARMA
M54;Recibió_dosis_de_vit_A_en_los_2_meses_después_del_parto
S45B1;Recibió_la_vacuna_Antihepatitis_B_1ra._dosis
S45B2;Recibió_la_vacuna_Antihepatitis_B_2da._dosis
S45B3;Recibió_la_vacuna_Antihepatitis_B_3ra._dosis
S45B0;Recibió_la_vacuna_Antihepatitis_B_recién_nacido
S45ML;Recibió_vacuna_Antiamarílica
S45F1;Recibió_vacuna_Antihaemophilus_1ra._dosis
S45F2;Recibió_vacuna_Antihaemophilus_2da._dosis
